Group,Br_MCR,NB_MCR,Species_code,Common_name
22_13,22,13,moudov,Mourning Dove
22_13,22,13,norfli,Northern Flicker
22_13,22,13,reshaw,Red-shouldered Hawk
22_13,22,13,rethaw,Red-tailed Hawk
22_13,22,13,sonspa,Song Sparrow
22_13,22,13,truswa,Trumpeter Swan
22_14,22,14,amecro,American Crow
22_14,22,14,amegfi,American Goldfinch
22_14,22,14,amerob,American Robin
22_14,22,14,amewoo,American Woodcock
22_14,22,14,baleag,Bald Eagle
22_14,22,14,blujay,Blue Jay
22_14,22,14,brnthr,Brown Thrasher
22_14,22,14,bnhcow,Brown-headed Cowbird
22_14,22,14,cangoo,Canada Goose
22_14,22,14,cedwax,Cedar Waxwing
22_14,22,14,comgra,Common Grackle
22_14,22,14,coohaw,Cooper's Hawk
22_14,22,14,easblu,Eastern Bluebird
22_14,22,14,eastow,Eastern Towhee
22_14,22,14,fiespa,Field Sparrow
22_14,22,14,grycat,Gray Catbird
22_14,22,14,grbher3,Great Blue Heron
22_14,22,14,hoomer,Hooded Merganser
22_14,22,14,moudov,Mourning Dove
22_14,22,14,norfli,Northern Flicker
22_14,22,14,normoc,Northern Mockingbird
22_14,22,14,reshaw,Red-shouldered Hawk
22_14,22,14,rethaw,Red-tailed Hawk
22_14,22,14,rewbla,Red-winged Blackbird
22_14,22,14,sonspa,Song Sparrow
22_14,22,14,wooduc,Wood Duck
22_15,22,15,amecro,American Crow
22_15,22,15,amegfi,American Goldfinch
22_15,22,15,amekes,American Kestrel
22_15,22,15,amerob,American Robin
22_15,22,15,amwpel,American White Pelican
22_15,22,15,bnhcow,Brown-headed Cowbird
22_15,22,15,cedwax,Cedar Waxwing
22_15,22,15,coohaw,Cooper's Hawk
22_15,22,15,grbher3,Great Blue Heron
22_15,22,15,hoomer,Hooded Merganser
22_15,22,15,mallar3,Mallard
22_15,22,15,moudov,Mourning Dove
22_15,22,15,norfli,Northern Flicker
22_15,22,15,normoc,Northern Mockingbird
22_15,22,15,reshaw,Red-shouldered Hawk
22_15,22,15,rethaw,Red-tailed Hawk
22_15,22,15,rewbla,Red-winged Blackbird
22_15,22,15,sonspa,Song Sparrow
22_15,22,15,treswa,Tree Swallow
22_15,22,15,turvul,Turkey Vulture
22_15,22,15,wooduc,Wood Duck
22_16,22,16,amecro,American Crow
22_16,22,16,amerob,American Robin
22_16,22,16,baleag,Bald Eagle
22_16,22,16,norfli,Northern Flicker
22_16,22,16,rethaw,Red-tailed Hawk
22_16,22,16,sonspa,Song Sparrow
22_16,22,16,truswa,Trumpeter Swan
22_18,22,18,amecro,American Crow
22_18,22,18,amegfi,American Goldfinch
22_18,22,18,amekes,American Kestrel
22_18,22,18,amerob,American Robin
22_18,22,18,baleag,Bald Eagle
22_18,22,18,blujay,Blue Jay
22_18,22,18,brnthr,Brown Thrasher
22_18,22,18,bnhcow,Brown-headed Cowbird
22_18,22,18,cangoo,Canada Goose
22_18,22,18,cedwax,Cedar Waxwing
22_18,22,18,coohaw,Cooper's Hawk
22_18,22,18,easblu,Eastern Bluebird
22_18,22,18,fiespa,Field Sparrow
22_18,22,18,grbher3,Great Blue Heron
22_18,22,18,hoomer,Hooded Merganser
22_18,22,18,mallar3,Mallard
22_18,22,18,moudov,Mourning Dove
22_18,22,18,norfli,Northern Flicker
22_18,22,18,normoc,Northern Mockingbird
22_18,22,18,rethaw,Red-tailed Hawk
22_18,22,18,rewbla,Red-winged Blackbird
22_18,22,18,sonspa,Song Sparrow
22_20,22,20,amecro,American Crow
22_20,22,20,amegfi,American Goldfinch
22_20,22,20,amekes,American Kestrel
22_20,22,20,amerob,American Robin
22_20,22,20,amwpel,American White Pelican
22_20,22,20,amewoo,American Woodcock
22_20,22,20,blujay,Blue Jay
22_20,22,20,brnthr,Brown Thrasher
22_20,22,20,bnhcow,Brown-headed Cowbird
22_20,22,20,cangoo,Canada Goose
22_20,22,20,cedwax,Cedar Waxwing
22_20,22,20,comgra,Common Grackle
22_20,22,20,coohaw,Cooper's Hawk
22_20,22,20,easblu,Eastern Bluebird
22_20,22,20,eastow,Eastern Towhee
22_20,22,20,fiespa,Field Sparrow
22_20,22,20,graspa,Grasshopper Sparrow
22_20,22,20,grycat,Gray Catbird
22_20,22,20,grbher3,Great Blue Heron
22_20,22,20,greegr,Great Egret
22_20,22,20,hoomer,Hooded Merganser
22_20,22,20,mallar3,Mallard
22_20,22,20,moudov,Mourning Dove
22_20,22,20,norfli,Northern Flicker
22_20,22,20,normoc,Northern Mockingbird
22_20,22,20,reshaw,Red-shouldered Hawk
22_20,22,20,rethaw,Red-tailed Hawk
22_20,22,20,rewbla,Red-winged Blackbird
22_20,22,20,sonspa,Song Sparrow
22_20,22,20,treswa,Tree Swallow
22_20,22,20,turvul,Turkey Vulture
22_20,22,20,wooduc,Wood Duck
22_22,22,22,amecro,American Crow
22_22,22,22,amegfi,American Goldfinch
22_22,22,22,amekes,American Kestrel
22_22,22,22,amerob,American Robin
22_22,22,22,baleag,Bald Eagle
22_22,22,22,blujay,Blue Jay
22_22,22,22,bnhcow,Brown-headed Cowbird
22_22,22,22,cangoo,Canada Goose
22_22,22,22,cedwax,Cedar Waxwing
22_22,22,22,comgra,Common Grackle
22_22,22,22,coohaw,Cooper's Hawk
22_22,22,22,easblu,Eastern Bluebird
22_22,22,22,eastow,Eastern Towhee
22_22,22,22,fiespa,Field Sparrow
22_22,22,22,grbher3,Great Blue Heron
22_22,22,22,hoomer,Hooded Merganser
22_22,22,22,mallar3,Mallard
22_22,22,22,moudov,Mourning Dove
22_22,22,22,norfli,Northern Flicker
22_22,22,22,normoc,Northern Mockingbird
22_22,22,22,reshaw,Red-shouldered Hawk
22_22,22,22,rethaw,Red-tailed Hawk
22_22,22,22,rewbla,Red-winged Blackbird
22_22,22,22,sonspa,Song Sparrow
22_22,22,22,truswa,Trumpeter Swan
22_24,22,24,amecro,American Crow
22_24,22,24,amegfi,American Goldfinch
22_24,22,24,amekes,American Kestrel
22_24,22,24,amerob,American Robin
22_24,22,24,amwpel,American White Pelican
22_24,22,24,amewoo,American Woodcock
22_24,22,24,baleag,Bald Eagle
22_24,22,24,blujay,Blue Jay
22_24,22,24,brnthr,Brown Thrasher
22_24,22,24,bnhcow,Brown-headed Cowbird
22_24,22,24,cangoo,Canada Goose
22_24,22,24,cedwax,Cedar Waxwing
22_24,22,24,comgra,Common Grackle
22_24,22,24,coohaw,Cooper's Hawk
22_24,22,24,easblu,Eastern Bluebird
22_24,22,24,eastow,Eastern Towhee
22_24,22,24,fiespa,Field Sparrow
22_24,22,24,graspa,Grasshopper Sparrow
22_24,22,24,grycat,Gray Catbird
22_24,22,24,grbher3,Great Blue Heron
22_24,22,24,greegr,Great Egret
22_24,22,24,hoomer,Hooded Merganser
22_24,22,24,mallar3,Mallard
22_24,22,24,moudov,Mourning Dove
22_24,22,24,norfli,Northern Flicker
22_24,22,24,normoc,Northern Mockingbird
22_24,22,24,reshaw,Red-shouldered Hawk
22_24,22,24,rethaw,Red-tailed Hawk
22_24,22,24,rewbla,Red-winged Blackbird
22_24,22,24,sonspa,Song Sparrow
22_24,22,24,treswa,Tree Swallow
22_24,22,24,truswa,Trumpeter Swan
22_24,22,24,turvul,Turkey Vulture
22_24,22,24,wooduc,Wood Duck
22_28,22,28,amecro,American Crow
22_28,22,28,amegfi,American Goldfinch
22_28,22,28,amekes,American Kestrel
22_28,22,28,amerob,American Robin
22_28,22,28,amewoo,American Woodcock
22_28,22,28,baleag,Bald Eagle
22_28,22,28,blujay,Blue Jay
22_28,22,28,brnthr,Brown Thrasher
22_28,22,28,bnhcow,Brown-headed Cowbird
22_28,22,28,cangoo,Canada Goose
22_28,22,28,cedwax,Cedar Waxwing
22_28,22,28,comgra,Common Grackle
22_28,22,28,coohaw,Cooper's Hawk
22_28,22,28,easblu,Eastern Bluebird
22_28,22,28,eastow,Eastern Towhee
22_28,22,28,fiespa,Field Sparrow
22_28,22,28,grycat,Gray Catbird
22_28,22,28,grbher3,Great Blue Heron
22_28,22,28,hoomer,Hooded Merganser
22_28,22,28,mallar3,Mallard
22_28,22,28,moudov,Mourning Dove
22_28,22,28,norfli,Northern Flicker
22_28,22,28,normoc,Northern Mockingbird
22_28,22,28,reshaw,Red-shouldered Hawk
22_28,22,28,rethaw,Red-tailed Hawk
22_28,22,28,rewbla,Red-winged Blackbird
22_28,22,28,sonspa,Song Sparrow
22_28,22,28,turvul,Turkey Vulture
22_28,22,28,wooduc,Wood Duck
22_31,22,31,amegfi,American Goldfinch
22_31,22,31,amekes,American Kestrel
22_31,22,31,amerob,American Robin
22_31,22,31,amwpel,American White Pelican
22_31,22,31,amewoo,American Woodcock
22_31,22,31,baleag,Bald Eagle
22_31,22,31,blujay,Blue Jay
22_31,22,31,brnthr,Brown Thrasher
22_31,22,31,bnhcow,Brown-headed Cowbird
22_31,22,31,cedwax,Cedar Waxwing
22_31,22,31,coohaw,Cooper's Hawk
22_31,22,31,easblu,Eastern Bluebird
22_31,22,31,eastow,Eastern Towhee
22_31,22,31,graspa,Grasshopper Sparrow
22_31,22,31,grycat,Gray Catbird
22_31,22,31,grbher3,Great Blue Heron
22_31,22,31,greegr,Great Egret
22_31,22,31,hoomer,Hooded Merganser
22_31,22,31,moudov,Mourning Dove
22_31,22,31,normoc,Northern Mockingbird
22_31,22,31,reshaw,Red-shouldered Hawk
22_31,22,31,treswa,Tree Swallow
22_31,22,31,turvul,Turkey Vulture
22_31,22,31,wooduc,Wood Duck
22_33,22,33,amekes,American Kestrel
22_33,22,33,amerob,American Robin
22_33,22,33,amwpel,American White Pelican
22_33,22,33,bnhcow,Brown-headed Cowbird
22_33,22,33,cedwax,Cedar Waxwing
22_33,22,33,coohaw,Cooper's Hawk
22_33,22,33,easblu,Eastern Bluebird
22_33,22,33,graspa,Grasshopper Sparrow
22_33,22,33,grbher3,Great Blue Heron
22_33,22,33,greegr,Great Egret
22_33,22,33,moudov,Mourning Dove
22_33,22,33,norfli,Northern Flicker
22_33,22,33,normoc,Northern Mockingbird
22_33,22,33,rethaw,Red-tailed Hawk
22_33,22,33,rewbla,Red-winged Blackbird
22_33,22,33,sonspa,Song Sparrow
22_33,22,33,treswa,Tree Swallow
22_33,22,33,turvul,Turkey Vulture
22_122,22,122,amwpel,American White Pelican
22_122,22,122,bnhcow,Brown-headed Cowbird
22_122,22,122,graspa,Grasshopper Sparrow
22_122,22,122,grbher3,Great Blue Heron
22_122,22,122,treswa,Tree Swallow
22_134,22,134,amwpel,American White Pelican
22_134,22,134,bnhcow,Brown-headed Cowbird
22_134,22,134,coohaw,Cooper's Hawk
22_134,22,134,graspa,Grasshopper Sparrow
22_134,22,134,treswa,Tree Swallow
22_134,22,134,turvul,Turkey Vulture
22_136,22,136,grycat,Gray Catbird
22_136,22,136,woothr,Wood Thrush
22_141,22,141,amwpel,American White Pelican
22_143,22,143,amwpel,American White Pelican
22_143,22,143,coohaw,Cooper's Hawk
22_143,22,143,graspa,Grasshopper Sparrow
22_143,22,143,grbher3,Great Blue Heron
22_143,22,143,moudov,Mourning Dove
22_143,22,143,normoc,Northern Mockingbird
22_143,22,143,turvul,Turkey Vulture
22_144,22,144,graspa,Grasshopper Sparrow
22_145,22,145,amwpel,American White Pelican
22_151,22,151,amwpel,American White Pelican
22_151,22,151,grycat,Gray Catbird
22_151,22,151,grbher3,Great Blue Heron
22_151,22,151,greegr,Great Egret
22_151,22,151,treswa,Tree Swallow
22_151,22,151,turvul,Turkey Vulture
22_151,22,151,woothr,Wood Thrush
22_152,22,152,grycat,Gray Catbird
22_152,22,152,treswa,Tree Swallow
22_152,22,152,woothr,Wood Thrush
22_155,22,155,amwpel,American White Pelican
22_156,22,156,amwpel,American White Pelican
22_157,22,157,amwpel,American White Pelican
22_157,22,157,grycat,Gray Catbird
22_157,22,157,grbher3,Great Blue Heron
22_157,22,157,greegr,Great Egret
22_157,22,157,prowar,Prothonotary Warbler
22_157,22,157,turvul,Turkey Vulture
22_157,22,157,woothr,Wood Thrush
22_162,22,162,amekes,American Kestrel
22_162,22,162,amwpel,American White Pelican
22_162,22,162,grycat,Gray Catbird
22_162,22,162,grbher3,Great Blue Heron
22_162,22,162,greegr,Great Egret
22_162,22,162,normoc,Northern Mockingbird
22_162,22,162,treswa,Tree Swallow
22_162,22,162,turvul,Turkey Vulture
22_171,22,171,greegr,Great Egret
22_171,22,171,prowar,Prothonotary Warbler
22_171,22,171,turvul,Turkey Vulture
22_173,22,173,prowar,Prothonotary Warbler
22_173,22,173,turvul,Turkey Vulture
22_181,22,181,amekes,American Kestrel
22_181,22,181,turvul,Turkey Vulture
22_184,22,184,turvul,Turkey Vulture
22_192,22,192,amekes,American Kestrel
22_201,22,201,amekes,American Kestrel
22_201,22,201,greegr,Great Egret
22_201,22,201,prowar,Prothonotary Warbler
22_201,22,201,turvul,Turkey Vulture
22_202,22,202,greegr,Great Egret
22_202,22,202,turvul,Turkey Vulture
22_203,22,203,greegr,Great Egret
22_203,22,203,turvul,Turkey Vulture
22_204,22,204,greegr,Great Egret
22_204,22,204,turvul,Turkey Vulture
22_205,22,205,greegr,Great Egret
22_205,22,205,turvul,Turkey Vulture
22_211,22,211,turvul,Turkey Vulture
22_212,22,212,amekes,American Kestrel
22_212,22,212,boboli,Bobolink
22_212,22,212,greegr,Great Egret
22_212,22,212,turvul,Turkey Vulture
22_213,22,213,greegr,Great Egret
22_213,22,213,turvul,Turkey Vulture
22_214,22,214,amekes,American Kestrel
22_214,22,214,greegr,Great Egret
22_214,22,214,turvul,Turkey Vulture
22_221,22,221,amekes,American Kestrel
22_221,22,221,boboli,Bobolink
22_221,22,221,greegr,Great Egret
22_221,22,221,turvul,Turkey Vulture
22_222,22,222,amekes,American Kestrel
22_222,22,222,boboli,Bobolink
22_222,22,222,greegr,Great Egret
22_231,22,231,amekes,American Kestrel
22_231,22,231,greegr,Great Egret
22_231,22,231,turvul,Turkey Vulture
22_232,22,232,amekes,American Kestrel
22_232,22,232,greegr,Great Egret
22_241,22,241,amekes,American Kestrel
22_241,22,241,turvul,Turkey Vulture
22_242,22,242,amekes,American Kestrel
22_242,22,242,turvul,Turkey Vulture
24_5,24,5,amerob,American Robin
24_5,24,5,baleag,Bald Eagle
24_5,24,5,coohaw,Cooper's Hawk
24_5,24,5,grbher3,Great Blue Heron
24_5,24,5,norfli,Northern Flicker
24_5,24,5,rethaw,Red-tailed Hawk
24_5,24,5,snoplo5,Snowy Plover
24_5,24,5,sonspa,Song Sparrow
24_9,24,9,amegfi,American Goldfinch
24_9,24,9,amerob,American Robin
24_9,24,9,baleag,Bald Eagle
24_9,24,9,cangoo,Canada Goose
24_9,24,9,coohaw,Cooper's Hawk
24_9,24,9,grbher3,Great Blue Heron
24_9,24,9,norfli,Northern Flicker
24_9,24,9,rethaw,Red-tailed Hawk
24_9,24,9,sonspa,Song Sparrow
24_10,24,10,amerob,American Robin
24_10,24,10,baleag,Bald Eagle
24_10,24,10,cangoo,Canada Goose
24_10,24,10,norfli,Northern Flicker
24_10,24,10,rethaw,Red-tailed Hawk
24_11,24,11,amecro,American Crow
24_11,24,11,amegfi,American Goldfinch
24_11,24,11,amerob,American Robin
24_11,24,11,baleag,Bald Eagle
24_11,24,11,blujay,Blue Jay
24_11,24,11,cangoo,Canada Goose
24_11,24,11,norfli,Northern Flicker
24_11,24,11,rethaw,Red-tailed Hawk
24_13,24,13,amecro,American Crow
24_13,24,13,amegfi,American Goldfinch
24_13,24,13,amerob,American Robin
24_13,24,13,baleag,Bald Eagle
24_13,24,13,blujay,Blue Jay
24_13,24,13,bnhcow,Brown-headed Cowbird
24_13,24,13,cangoo,Canada Goose
24_13,24,13,comgra,Common Grackle
24_13,24,13,coohaw,Cooper's Hawk
24_13,24,13,easblu,Eastern Bluebird
24_13,24,13,fiespa,Field Sparrow
24_13,24,13,grbher3,Great Blue Heron
24_13,24,13,moudov,Mourning Dove
24_13,24,13,norfli,Northern Flicker
24_13,24,13,reshaw,Red-shouldered Hawk
24_13,24,13,rethaw,Red-tailed Hawk
24_13,24,13,sonspa,Song Sparrow
24_14,24,14,amecro,American Crow
24_14,24,14,amegfi,American Goldfinch
24_14,24,14,ameoys,American Oystercatcher
24_14,24,14,amerob,American Robin
24_14,24,14,baleag,Bald Eagle
24_14,24,14,blujay,Blue Jay
24_14,24,14,brnthr,Brown Thrasher
24_14,24,14,bnhcow,Brown-headed Cowbird
24_14,24,14,cangoo,Canada Goose
24_14,24,14,comgra,Common Grackle
24_14,24,14,coohaw,Cooper's Hawk
24_14,24,14,easblu,Eastern Bluebird
24_14,24,14,eastow,Eastern Towhee
24_14,24,14,fiespa,Field Sparrow
24_14,24,14,forter,Forster's Tern
24_14,24,14,grycat,Gray Catbird
24_14,24,14,grbher3,Great Blue Heron
24_14,24,14,moudov,Mourning Dove
24_14,24,14,norfli,Northern Flicker
24_14,24,14,normoc,Northern Mockingbird
24_14,24,14,reshaw,Red-shouldered Hawk
24_14,24,14,rethaw,Red-tailed Hawk
24_14,24,14,rewbla,Red-winged Blackbird
24_14,24,14,sonspa,Song Sparrow
24_14,24,14,wooduc,Wood Duck
24_15,24,15,amecro,American Crow
24_15,24,15,amegfi,American Goldfinch
24_15,24,15,amerob,American Robin
24_15,24,15,amwpel,American White Pelican
24_15,24,15,brnpel,Brown Pelican
24_15,24,15,bnhcow,Brown-headed Cowbird
24_15,24,15,coohaw,Cooper's Hawk
24_15,24,15,forter,Forster's Tern
24_15,24,15,grbher3,Great Blue Heron
24_15,24,15,moudov,Mourning Dove
24_15,24,15,norfli,Northern Flicker
24_15,24,15,normoc,Northern Mockingbird
24_15,24,15,reshaw,Red-shouldered Hawk
24_15,24,15,rethaw,Red-tailed Hawk
24_15,24,15,rewbla,Red-winged Blackbird
24_15,24,15,royter1,Royal Tern
24_15,24,15,snoplo5,Snowy Plover
24_15,24,15,sonspa,Song Sparrow
24_15,24,15,treswa,Tree Swallow
24_15,24,15,turvul,Turkey Vulture
24_15,24,15,whfibi,White-faced Ibis
24_15,24,15,wooduc,Wood Duck
24_16,24,16,amecro,American Crow
24_16,24,16,amerob,American Robin
24_16,24,16,baleag,Bald Eagle
24_16,24,16,norfli,Northern Flicker
24_16,24,16,rethaw,Red-tailed Hawk
24_16,24,16,sonspa,Song Sparrow
24_18,24,18,amecro,American Crow
24_18,24,18,amegfi,American Goldfinch
24_18,24,18,amerob,American Robin
24_18,24,18,baleag,Bald Eagle
24_18,24,18,blujay,Blue Jay
24_18,24,18,brnthr,Brown Thrasher
24_18,24,18,bnhcow,Brown-headed Cowbird
24_18,24,18,cangoo,Canada Goose
24_18,24,18,coohaw,Cooper's Hawk
24_18,24,18,easblu,Eastern Bluebird
24_18,24,18,fiespa,Field Sparrow
24_18,24,18,grbher3,Great Blue Heron
24_18,24,18,moudov,Mourning Dove
24_18,24,18,norfli,Northern Flicker
24_18,24,18,normoc,Northern Mockingbird
24_18,24,18,rethaw,Red-tailed Hawk
24_18,24,18,rewbla,Red-winged Blackbird
24_18,24,18,sonspa,Song Sparrow
24_20,24,20,amecro,American Crow
24_20,24,20,amegfi,American Goldfinch
24_20,24,20,ameoys,American Oystercatcher
24_20,24,20,amerob,American Robin
24_20,24,20,amwpel,American White Pelican
24_20,24,20,blkski,Black Skimmer
24_20,24,20,bbwduc,Black-bellied Whistling-Duck
24_20,24,20,blujay,Blue Jay
24_20,24,20,brnpel,Brown Pelican
24_20,24,20,brnthr,Brown Thrasher
24_20,24,20,bnhcow,Brown-headed Cowbird
24_20,24,20,cangoo,Canada Goose
24_20,24,20,comgra,Common Grackle
24_20,24,20,coohaw,Cooper's Hawk
24_20,24,20,easblu,Eastern Bluebird
24_20,24,20,eastow,Eastern Towhee
24_20,24,20,fiespa,Field Sparrow
24_20,24,20,forter,Forster's Tern
24_20,24,20,graspa,Grasshopper Sparrow
24_20,24,20,grycat,Gray Catbird
24_20,24,20,grbher3,Great Blue Heron
24_20,24,20,greegr,Great Egret
24_20,24,20,laugul,Laughing Gull
24_20,24,20,moudov,Mourning Dove
24_20,24,20,norfli,Northern Flicker
24_20,24,20,normoc,Northern Mockingbird
24_20,24,20,osprey,Osprey
24_20,24,20,reshaw,Red-shouldered Hawk
24_20,24,20,rethaw,Red-tailed Hawk
24_20,24,20,rewbla,Red-winged Blackbird
24_20,24,20,rosspo1,Roseate Spoonbill
24_20,24,20,royter1,Royal Tern
24_20,24,20,snoplo5,Snowy Plover
24_20,24,20,sonspa,Song Sparrow
24_20,24,20,treswa,Tree Swallow
24_20,24,20,turvul,Turkey Vulture
24_20,24,20,whiibi,White Ibis
24_20,24,20,whfibi,White-faced Ibis
24_20,24,20,wooduc,Wood Duck
24_22,24,22,amecro,American Crow
24_22,24,22,amegfi,American Goldfinch
24_22,24,22,amerob,American Robin
24_22,24,22,baleag,Bald Eagle
24_22,24,22,blujay,Blue Jay
24_22,24,22,bnhcow,Brown-headed Cowbird
24_22,24,22,cangoo,Canada Goose
24_22,24,22,comgra,Common Grackle
24_22,24,22,coohaw,Cooper's Hawk
24_22,24,22,easblu,Eastern Bluebird
24_22,24,22,eastow,Eastern Towhee
24_22,24,22,fiespa,Field Sparrow
24_22,24,22,grbher3,Great Blue Heron
24_22,24,22,moudov,Mourning Dove
24_22,24,22,norfli,Northern Flicker
24_22,24,22,normoc,Northern Mockingbird
24_22,24,22,reshaw,Red-shouldered Hawk
24_22,24,22,rethaw,Red-tailed Hawk
24_22,24,22,rewbla,Red-winged Blackbird
24_22,24,22,sonspa,Song Sparrow
24_24,24,24,amecro,American Crow
24_24,24,24,amegfi,American Goldfinch
24_24,24,24,ameoys,American Oystercatcher
24_24,24,24,amerob,American Robin
24_24,24,24,amwpel,American White Pelican
24_24,24,24,baleag,Bald Eagle
24_24,24,24,blkski,Black Skimmer
24_24,24,24,blujay,Blue Jay
24_24,24,24,brnpel,Brown Pelican
24_24,24,24,brnthr,Brown Thrasher
24_24,24,24,bnhcow,Brown-headed Cowbird
24_24,24,24,cangoo,Canada Goose
24_24,24,24,comgra,Common Grackle
24_24,24,24,coohaw,Cooper's Hawk
24_24,24,24,easblu,Eastern Bluebird
24_24,24,24,eastow,Eastern Towhee
24_24,24,24,fiespa,Field Sparrow
24_24,24,24,forter,Forster's Tern
24_24,24,24,graspa,Grasshopper Sparrow
24_24,24,24,grycat,Gray Catbird
24_24,24,24,grbher3,Great Blue Heron
24_24,24,24,greegr,Great Egret
24_24,24,24,laugul,Laughing Gull
24_24,24,24,moudov,Mourning Dove
24_24,24,24,norfli,Northern Flicker
24_24,24,24,normoc,Northern Mockingbird
24_24,24,24,osprey,Osprey
24_24,24,24,ovenbi1,Ovenbird
24_24,24,24,reshaw,Red-shouldered Hawk
24_24,24,24,rethaw,Red-tailed Hawk
24_24,24,24,rewbla,Red-winged Blackbird
24_24,24,24,royter1,Royal Tern
24_24,24,24,santer1,Sandwich Tern
24_24,24,24,snoplo5,Snowy Plover
24_24,24,24,sonspa,Song Sparrow
24_24,24,24,treswa,Tree Swallow
24_24,24,24,turvul,Turkey Vulture
24_24,24,24,whiibi,White Ibis
24_24,24,24,wooduc,Wood Duck
24_28,24,28,amecro,American Crow
24_28,24,28,amegfi,American Goldfinch
24_28,24,28,amerob,American Robin
24_28,24,28,baleag,Bald Eagle
24_28,24,28,blujay,Blue Jay
24_28,24,28,brnthr,Brown Thrasher
24_28,24,28,bnhcow,Brown-headed Cowbird
24_28,24,28,cangoo,Canada Goose
24_28,24,28,comgra,Common Grackle
24_28,24,28,coohaw,Cooper's Hawk
24_28,24,28,easblu,Eastern Bluebird
24_28,24,28,eastow,Eastern Towhee
24_28,24,28,fiespa,Field Sparrow
24_28,24,28,grycat,Gray Catbird
24_28,24,28,grbher3,Great Blue Heron
24_28,24,28,moudov,Mourning Dove
24_28,24,28,norfli,Northern Flicker
24_28,24,28,normoc,Northern Mockingbird
24_28,24,28,reshaw,Red-shouldered Hawk
24_28,24,28,rethaw,Red-tailed Hawk
24_28,24,28,rewbla,Red-winged Blackbird
24_28,24,28,sonspa,Song Sparrow
24_28,24,28,turvul,Turkey Vulture
24_28,24,28,wooduc,Wood Duck
24_31,24,31,amegfi,American Goldfinch
24_31,24,31,ameoys,American Oystercatcher
24_31,24,31,amerob,American Robin
24_31,24,31,amwpel,American White Pelican
24_31,24,31,baleag,Bald Eagle
24_31,24,31,blkski,Black Skimmer
24_31,24,31,bbwduc,Black-bellied Whistling-Duck
24_31,24,31,blujay,Blue Jay
24_31,24,31,brnpel,Brown Pelican
24_31,24,31,brnthr,Brown Thrasher
24_31,24,31,bnhcow,Brown-headed Cowbird
24_31,24,31,categr,Cattle Egret
24_31,24,31,coohaw,Cooper's Hawk
24_31,24,31,easblu,Eastern Bluebird
24_31,24,31,eastow,Eastern Towhee
24_31,24,31,forter,Forster's Tern
24_31,24,31,graspa,Grasshopper Sparrow
24_31,24,31,grycat,Gray Catbird
24_31,24,31,grbher3,Great Blue Heron
24_31,24,31,greegr,Great Egret
24_31,24,31,laugul,Laughing Gull
24_31,24,31,moudov,Mourning Dove
24_31,24,31,normoc,Northern Mockingbird
24_31,24,31,osprey,Osprey
24_31,24,31,ovenbi1,Ovenbird
24_31,24,31,reshaw,Red-shouldered Hawk
24_31,24,31,rosspo1,Roseate Spoonbill
24_31,24,31,royter1,Royal Tern
24_31,24,31,santer1,Sandwich Tern
24_31,24,31,snoplo5,Snowy Plover
24_31,24,31,treswa,Tree Swallow
24_31,24,31,turvul,Turkey Vulture
24_31,24,31,whiibi,White Ibis
24_31,24,31,wooduc,Wood Duck
24_31,24,31,woosto,Wood Stork
24_33,24,33,ameoys,American Oystercatcher
24_33,24,33,amerob,American Robin
24_33,24,33,amwpel,American White Pelican
24_33,24,33,brnpel,Brown Pelican
24_33,24,33,bnhcow,Brown-headed Cowbird
24_33,24,33,categr,Cattle Egret
24_33,24,33,coohaw,Cooper's Hawk
24_33,24,33,easblu,Eastern Bluebird
24_33,24,33,forter,Forster's Tern
24_33,24,33,graspa,Grasshopper Sparrow
24_33,24,33,grbher3,Great Blue Heron
24_33,24,33,greegr,Great Egret
24_33,24,33,laugul,Laughing Gull
24_33,24,33,moudov,Mourning Dove
24_33,24,33,norfli,Northern Flicker
24_33,24,33,normoc,Northern Mockingbird
24_33,24,33,osprey,Osprey
24_33,24,33,rethaw,Red-tailed Hawk
24_33,24,33,rewbla,Red-winged Blackbird
24_33,24,33,royter1,Royal Tern
24_33,24,33,snoplo5,Snowy Plover
24_33,24,33,sonspa,Song Sparrow
24_33,24,33,treswa,Tree Swallow
24_33,24,33,turvul,Turkey Vulture
24_33,24,33,whfibi,White-faced Ibis
24_122,24,122,amwpel,American White Pelican
24_122,24,122,bnhcow,Brown-headed Cowbird
24_122,24,122,categr,Cattle Egret
24_122,24,122,graspa,Grasshopper Sparrow
24_122,24,122,grbher3,Great Blue Heron
24_122,24,122,treswa,Tree Swallow
24_122,24,122,whfibi,White-faced Ibis
24_134,24,134,amwpel,American White Pelican
24_134,24,134,bnhcow,Brown-headed Cowbird
24_134,24,134,categr,Cattle Egret
24_134,24,134,coohaw,Cooper's Hawk
24_134,24,134,graspa,Grasshopper Sparrow
24_134,24,134,treswa,Tree Swallow
24_134,24,134,turvul,Turkey Vulture
24_134,24,134,whfibi,White-faced Ibis
24_135,24,135,ovenbi1,Ovenbird
24_136,24,136,grycat,Gray Catbird
24_136,24,136,ovenbi1,Ovenbird
24_136,24,136,woothr,Wood Thrush
24_141,24,141,amwpel,American White Pelican
24_142,24,142,brnpel,Brown Pelican
24_142,24,142,ovenbi1,Ovenbird
24_142,24,142,santer1,Sandwich Tern
24_143,24,143,amwpel,American White Pelican
24_143,24,143,brnpel,Brown Pelican
24_143,24,143,coohaw,Cooper's Hawk
